Eval num episodes,Eval avg final dist,Eval success ratio,Eval mean final angle dist,Eval median final angle dist,Eval mean final angle moved,Eval median final angle moved,policy loss,timesteps,epoch time (s),total time (s)
50,1.4559231517941922,0.08,1.4559231517941922,1.3217419165129882,0.04751554417989284,0.0,0,0,9.034256219863892,9.034258365631104
50,1.2734244027077992,0.04,1.2734244027077992,1.1646072434130192,0.5377438969285281,0.4722042803324371,7.997857056972799,10000,85.16461563110352,94.19887804985046
50,1.5887193151224943,0.0,1.5887193151224943,1.4047219222617824,0.37242570584016016,0.31884283880780506,6.478975763456089,20000,88.74184489250183,182.94072675704956
50,1.338395148209833,0.04,1.338395148209833,1.2264030453882182,0.36705368650984666,0.38166462218091374,5.974305037195288,30000,90.585932970047,273.5266637802124
50,1.3213119762897305,0.06,1.3213119762897305,1.306784532037459,0.5572414735546536,0.5189119949003163,5.551284340511054,40000,93.03690528869629,366.5635724067688
50,1.698610238324556,0.08,1.698610238324556,1.875118301541396,0.3507150075680828,0.13132184881705533,5.198441596293664,50000,93.94190001487732,460.50547671318054
50,1.730016699250968,0.02,1.730016699250968,1.6891226126757897,0.4373017169847369,0.32900915239390083,5.026969179563663,60000,93.85268497467041,554.3581652641296
50,1.060463662510072,0.1,1.060463662510072,0.7209216354910237,0.6339655944592166,0.46921249358242034,4.912756161238076,70000,94.09051370620728,648.4486830234528
50,1.4576774088434106,0.08,1.4576774088434106,1.1987357036764175,0.48079472803861734,0.19828235852135803,4.681577041899844,80000,94.81076049804688,743.2594478130341
50,1.2097129733570013,0.14,1.2097129733570013,0.7128506920867421,0.8206061184171186,0.8346033681246392,4.665983396389331,90000,95.49806022644043,838.7575118541718
50,1.0836011281102087,0.0,1.0836011281102087,0.8270934508727933,0.7335375653775499,0.6862520325832879,4.563539686457808,100000,94.69208264350891,933.4495990276337
50,0.9182734411696037,0.04,0.9182734411696037,0.7658761475822138,0.7478111751393142,0.4717991577380566,4.3940249264380284,110000,94.36039566993713,1027.8099994659424
50,0.9535687114018194,0.06,0.9535687114018194,0.6272933569662176,0.7013809137307605,0.5646617225560799,4.424832391360346,120000,94.80875062942505,1122.6187555789948
50,0.8906674517472638,0.02,0.8906674517472638,0.7114798901903956,1.330397467609827,1.503612418648244,4.324078631953478,130000,94.97615551948547,1217.5949149131775
50,0.8000523764890448,0.06,0.8000523764890448,0.7518721011092722,0.9777181171340922,0.8643298839522282,4.23711776644477,140000,94.34582138061523,1311.9407408237457
50,0.8966700269187953,0.1,0.8966700269187953,0.6485602922601685,0.9676696825169677,0.8118403201736346,4.251753458533386,150000,94.41835021972656,1406.359094619751
50,0.723535396087276,0.12,0.723535396087276,0.5189748693720666,1.315784446936967,1.351674446814966,4.206369055814206,160000,94.26322722434998,1500.6223254203796
50,0.5825732644835737,0.18,0.5825732644835737,0.3811465144688162,1.1007052180322914,1.3467360877812788,4.1606902838963595,170000,95.80556607246399,1596.4278955459595
50,0.576613288269454,0.22,0.576613288269454,0.410734580627458,1.1419429454183847,1.1084116931350976,4.161302889642596,180000,94.46082282066345,1690.8887221813202
50,0.773529954139643,0.2,0.773529954139643,0.6445702325043237,1.386224911878821,1.418132690048226,4.087429202932507,190000,93.79664468765259,1784.68537068367
50,0.5618021118649351,0.22,0.5618021118649351,0.30289242144477235,1.2622079344819461,1.3876125455297579,4.139335198607803,200000,94.31150436401367,1878.9968786239624
50,0.7952464123032712,0.06,0.7952464123032712,0.6689808778583736,1.3485915531014137,1.3346973839572933,4.066151781830836,210000,95.1270112991333,1974.1238939762115
50,0.6843631853820307,0.02,0.6843631853820307,0.5490481370137631,1.1592455237635415,1.270218344973428,3.917782819324331,220000,95.03783655166626,2069.161734342575
50,0.90478841838656,0.14,0.90478841838656,0.8095087662278279,1.2615062803725177,1.0215137639567309,3.9557286695369918,230000,94.28642463684082,2163.4481632709503
50,0.9596465122932234,0.02,0.9596465122932234,0.7824054024021403,1.2844426379951874,1.2112276711657164,3.9049636425658165,240000,94.131587266922,2257.579754590988
50,0.8492883434279325,0.08,0.8492883434279325,0.6611245694190779,1.2236794275888443,1.202559284502285,3.9245673615787573,250000,94.80724549293518,2352.387004137039
50,0.7695648195208449,0.14,0.7695648195208449,0.6952668745585372,1.4988952995220586,1.574810723739664,3.8352649188445476,260000,95.48840832710266,2447.875416278839
50,0.5660750141845813,0.14,0.5660750141845813,0.3909254558943235,1.2101793356322483,1.4952747472850567,3.8360159093323944,270000,94.90449523925781,2542.77991437912
50,0.7981872084088024,0.06,0.7981872084088024,0.8480658322684865,1.3170569821538338,1.5014445522177082,3.898558770300743,280000,94.97488069534302,2637.75479888916
50,0.5926998432730886,0.12,0.5926998432730886,0.39789465451469663,1.4814726565035454,1.65137498400399,3.816310323836256,290000,94.49148511886597,2732.246288061142
50,0.6536579129706063,0.08,0.6536579129706063,0.5241226125852316,1.2582963570582772,1.4443332388450316,3.8352729879633025,300000,95.07481408119202,2827.3211057186127
50,0.7371798486594847,0.12,0.7371798486594847,0.7357429621376748,1.51485894638593,1.648501226611785,3.828710681981428,310000,94.56927275657654,2921.890382528305
50,0.6013764276357871,0.16,0.6013764276357871,0.5908282329284857,1.6436096314713617,1.7007575706258968,3.7657045770900215,320000,94.28432774543762,3016.174724817276
50,0.7059458239398757,0.08,0.7059458239398757,0.5614637681013572,1.4438109345383565,1.4901419916965182,3.7688450063611256,330000,95.6147871017456,3111.7895152568817
50,0.8629918095120354,0.04,0.8629918095120354,0.6662927298927048,1.4618849316226317,1.570472830000223,3.8057295614295192,340000,96.00395798683167,3207.7934770584106
50,0.5600170895362653,0.14,0.5600170895362653,0.4144210609220995,1.3901114070000704,1.4680726754226492,3.7386747801798106,350000,93.80911040306091,3301.6025915145874
50,0.6264461717521879,0.16,0.6264461717521879,0.41449654149215465,1.5380902170711739,1.6363765174741085,3.6750293497557607,360000,94.05392479896545,3395.6565222740173
50,0.8268803494814153,0.02,0.8268803494814153,0.6926809418035849,1.456041938308017,1.584777596178181,3.7261972644668147,370000,95.51942443847656,3491.1759502887726
50,0.6107986722604055,0.04,0.6107986722604055,0.58212168738387,1.3883265377920575,1.4453485509538133,3.6575971080317458,380000,95.05067300796509,3586.2266273498535
50,0.9005966498117359,0.06,0.9005966498117359,0.867132521177241,1.3804629255456262,1.3061232134549905,3.7405203318742806,390000,94.39190173149109,3680.6185331344604
50,0.5527794908096317,0.22,0.5527794908096317,0.29723306368037694,1.453597327363128,1.6045475270967469,3.686310331567311,400000,94.65279221534729,3775.2713289260864
50,0.7220164006638033,0.16,0.7220164006638033,0.6561139715918078,1.2261525579936,1.2914369281554114,3.743080906044042,410000,94.87261438369751,3870.14394903183
50,0.6793938887573748,0.12,0.6793938887573748,0.5603856409875199,1.5866992207796151,1.6498341610800993,3.681303439588894,420000,95.84640407562256,3965.9903571605682
50,0.7122036302314317,0.08,0.7122036302314317,0.6890296113245502,1.4827508610333504,1.534166916649815,3.6348692353359886,430000,96.01807832717896,4062.008439540863
50,0.5174062033214721,0.22,0.5174062033214721,0.3947167653813103,1.341510345766766,1.5097678145828268,3.634324731368421,440000,94.63495707511902,4156.643400192261
50,0.8793376461756156,0.08,0.8793376461756156,0.9522982210909363,1.5316103662415284,1.6397547471171567,3.678131089787639,450000,94.65844440460205,4251.30184841156
50,0.8802193595213113,0.08,0.8802193595213113,0.7005910580348613,1.3954369740730959,1.209026939389592,3.6671883440389204,460000,95.35496807098389,4346.656820058823
50,0.6907435068841795,0.02,0.6907435068841795,0.4785608322576439,1.270962128918938,1.5042727457161358,3.639828553431799,470000,94.67662739753723,4441.333451271057
50,0.6292034823902882,0.06,0.6292034823902882,0.6034685438946226,1.4112133572083194,1.357007124640385,3.6608370998754016,480000,95.1738030910492,4536.507257938385
50,0.8234757805599804,0.08,0.8234757805599804,0.7579979299559918,1.3091042931665606,1.3375472344374242,3.6589851453827875,490000,94.80098557472229,4631.308247566223
50,0.8456640783675313,0.02,0.8456640783675313,0.8333046659495924,1.5207605357651663,1.6266383443895434,3.620701194906701,500000,96.10505223274231,4727.413303613663
50,0.6173428934265511,0.1,0.6173428934265511,0.5597463462302086,1.7917322017493833,1.7062358263869424,3.580283640201276,510000,96.61032009124756,4824.0236275196075
50,0.5775533334322368,0.16,0.5775533334322368,0.606862034254595,1.507180301938883,1.5335027437730802,3.610965011455036,520000,94.68173933029175,4918.705370903015
50,0.41362993748099747,0.32,0.41362993748099747,0.2096475653191895,1.2216527485407478,1.3954608639385713,3.6066345344164317,530000,94.24429631233215,5012.949670791626
50,0.5438477146166959,0.1,0.5438477146166959,0.4245541324468082,1.513907934780625,1.6092050349184628,3.592433924502546,540000,94.44582033157349,5107.395494937897
50,0.6336500892717631,0.14,0.6336500892717631,0.5621773288206156,1.3255080779561184,1.3066288539449564,3.591358450969861,550000,96.75112318992615,5204.146621704102
50,0.7950690110526955,0.16,0.7950690110526955,0.6159372289982067,1.4417026204094319,1.479316166375232,3.555555720248435,560000,95.1036925315857,5299.2503180503845
50,0.7529184932565459,0.1,0.7529184932565459,0.5529688062577924,1.5824145647385917,1.5787644735612423,3.5359370747606222,570000,95.30571913719177,5394.556041002274
50,0.6489392961731302,0.12,0.6489392961731302,0.6654847555749877,1.361009482928341,1.475301907209038,3.57167606261249,580000,95.11469435691833,5489.670739173889
50,0.6334642693282051,0.14,0.6334642693282051,0.545273407506985,1.3635515082538014,1.466404121346205,3.5321146160782546,590000,95.25731158256531,5584.928054571152
50,0.7819683475685604,0.04,0.7819683475685604,0.6352199894667354,1.4832850011259984,1.6096644510710523,3.5754186804813246,600000,94.05050277709961,5678.97856092453
50,0.6694305585515545,0.12,0.6694305585515545,0.6134759138235034,1.4891296906648779,1.5880654694320913,3.6145898116570145,610000,93.36640453338623,5772.344969749451
50,0.7285274191129235,0.06,0.7285274191129235,0.7454907718912354,1.4514287028006214,1.5324887163649759,3.547106276390655,620000,93.4585633277893,5865.8035364151
50,0.69776808993174,0.16,0.69776808993174,0.5019733843463483,1.3780220945023849,1.4272249172990248,3.5624392090039567,630000,94.51875329017639,5960.322293281555
50,0.4244846662424246,0.14,0.4244846662424246,0.2741665245282172,1.3912387841280967,1.5158105058278915,3.5460181262668415,640000,93.83289813995361,6054.155195236206
50,0.804424490440084,0.08,0.804424490440084,0.4252094441464911,1.5231465844583354,1.6077453140556188,3.583088208397346,650000,93.08599615097046,6147.241195201874
50,0.6974986899930985,0.06,0.6974986899930985,0.6008234438863704,1.525608388449948,1.5112338143247084,3.5523372055455416,660000,93.94342994689941,6241.1846289634705
50,0.7597607243690438,0.22,0.7597607243690438,0.5199355815078772,1.4212972428859891,1.5279956510255994,3.5510548111984925,670000,94.6100332736969,6335.794665813446
50,0.8943977424873819,0.06,0.8943977424873819,0.7193151069255415,1.5031129358000346,1.4984227369211056,3.550073384175885,680000,93.6126446723938,6429.4073140621185
50,0.7971751822551636,0.14,0.7971751822551636,0.8962192573852068,1.434436585059481,1.4333286465401156,3.50767360702047,690000,94.57418823242188,6523.981506586075
50,0.75887980888576,0.26,0.75887980888576,0.7575687781528042,1.4336996731999492,1.5138459433014368,3.540972567840312,700000,93.8317461013794,6617.813256263733
50,0.7390699648038668,0.1,0.7390699648038668,0.5523225966796874,1.326825881603233,1.1649972294252666,3.472137427932528,710000,93.94927763938904,6711.762537717819
50,0.768343404665502,0.04,0.768343404665502,0.589016751503262,1.3723516732409697,1.1735306497311866,3.551154237310881,720000,94.36377024650574,6806.126312017441
50,0.7615442081815276,0.04,0.7615442081815276,0.6944214017434761,1.486038683815099,1.4642804235283848,3.5324711020234183,730000,93.13663506507874,6899.262950658798
50,0.7475279133790061,0.12,0.7475279133790061,0.5747881282750154,1.3627335171431312,1.1735306497312352,3.561486483805334,740000,93.71784162521362,6992.980795621872
50,0.6531659181588944,0.02,0.6531659181588944,0.651285438307339,1.483281019765338,1.4962274996160856,3.5386601313827044,750000,93.7050530910492,7086.6858522892
50,0.4789868304578727,0.14,0.4789868304578727,0.2921171455968895,1.4776822581329188,1.5943983899579794,3.467119318093758,760000,94.55509209632874,7181.240948438644
50,0.7636970055783985,0.06,0.7636970055783985,0.6920761019879609,1.2475129414293402,1.0512266598111837,3.476210571687472,770000,93.2294671535492,7274.470419168472
50,0.6476286334972827,0.08,0.6476286334972827,0.5466516342625778,1.644194488414518,1.6281073584992478,3.426514162771859,780000,93.51100373268127,7367.981427192688
50,0.4865410009561109,0.22,0.4865410009561109,0.29557394334647324,1.2853694620146752,1.3324732405952848,3.4963608682604987,790000,93.28605771064758,7461.267488479614
50,0.5408086727509569,0.16,0.5408086727509569,0.4497843308678553,1.4839578251990346,1.6483014750496718,3.531496738915341,800000,94.88637709617615,7556.153869152069
50,0.6790385331662452,0.08,0.6790385331662452,0.556691737029186,1.3391613987134319,1.252201335646812,3.4795766071524254,810000,93.92376184463501,7650.07763504982
50,0.711598859757147,0.06,0.711598859757147,0.6729295226073386,1.506139563739141,1.5918534161934779,3.4544141718283408,820000,93.8834319114685,7743.961070775986
50,0.7675038742815901,0.18,0.7675038742815901,0.5152923018023041,1.575240832841015,1.5060879827962537,3.514300316001934,830000,93.87278628349304,7837.833860874176
50,0.5960976955095364,0.12,0.5960976955095364,0.5115703017097658,1.4304190748392416,1.303761118753253,3.499946835829706,840000,95.45103693008423,7933.2849016189575
50,0.5974700067769938,0.1,0.5974700067769938,0.5568901078121139,1.6250426341489828,1.7317727141681434,3.4632639867201536,850000,93.91345286369324,8027.198358297348
50,0.604489749407304,0.06,0.604489749407304,0.4638509413417016,1.3390255282513326,1.3907886432987,3.535190965098115,860000,93.58560538291931,8120.783967256546
50,0.7624473182623777,0.12,0.7624473182623777,0.6827606130101201,1.648007858584665,1.6100764245558945,3.421125831136428,870000,94.08927750587463,8214.873248577118
50,0.6975196676549927,0.1,0.6975196676549927,0.4326292721780066,1.3826074936256005,1.5485042207851976,3.4843847715931666,880000,95.11258125305176,8309.985833406448
50,0.7524805151025982,0.04,0.7524805151025982,0.8282115909212425,1.4829029975798225,1.578569399127154,3.4995016633301974,890000,94.12665891647339,8404.112496614456
50,0.5823326752410076,0.24,0.5823326752410076,0.5233118224692346,1.5149852013443499,1.4977132765247998,3.4513350378367544,900000,94.25866317749023,8498.371163606644
50,0.6932961960619529,0.04,0.6932961960619529,0.5830798093630614,1.3998690791101887,1.472069913462445,3.4843163961679346,910000,93.92094111442566,8592.292108297348
50,0.5838953591513067,0.08,0.5838953591513067,0.6455753500488506,1.4891584011259453,1.4910739870986727,3.450562712293005,920000,94.79351377487183,8687.085626125336
50,0.550205570107205,0.18,0.550205570107205,0.5094894315235018,1.4382279670390892,1.4686927550473476,3.474619433451769,930000,95.01240992546082,8782.098039627075
50,0.9372177935920075,0.14,0.9372177935920075,0.9013476555194131,1.3962819382849998,1.3042998443083658,3.4452705828142105,940000,93.49776840209961,8875.59581232071
50,0.6439669376724624,0.04,0.6439669376724624,0.49656028967229005,1.3551312510596356,1.3431704707410304,3.505297194083782,950000,93.70434665679932,8969.300162553787
50,0.6950292776978579,0.22,0.6950292776978579,0.5426784304287073,1.3472227834356267,1.507222146327262,3.4287603608338992,960000,93.90306448936462,9063.203230381012
50,0.7490535690988088,0.1,0.7490535690988088,0.7028164045345106,1.4056927889291542,1.308403492624768,3.497942173033164,970000,95.13168001174927,9158.334914207458
50,0.6423678461426617,0.06,0.6423678461426617,0.5788360937501132,1.4721683991643784,1.371122656471445,3.4981398456401243,980000,93.60343313217163,9251.938351869583
50,0.5124545555271057,0.16,0.5124545555271057,0.4695978149785557,1.642102964958106,1.6754603166345077,3.503945043557474,990000,93.7862811088562,9345.724637031555
50,0.6109787373404869,0.1,0.6109787373404869,0.4588778047501654,1.3819480854648845,1.4141762580486932,3.4626108629885555,1000000,93.29823327064514,9439.022874116898
